<<<<<<< HEAD
Date,Close,Momentum,Change
2017-03-09,159.449997,1,0.001255868131868108
2017-03-10,159.0,0,-0.0028221825554502595
2017-03-14,161.0,1,0.012578616352201259
2017-03-15,166.5,1,0.034161490683229816
2017-03-16,168.550003,1,0.012312330330330353
2017-03-17,164.899994,0,-0.021655348175817067
2017-03-20,165.600006,1,0.004245069893695783
2017-03-21,162.850006,0,-0.016606279591559917
2017-03-22,161.600006,0,-0.00767577497049647
2017-03-23,162.199997,1,0.0037128154562072763
2017-03-24,169.050003,1,0.04223185034954105
2017-03-27,172.300003,1,0.01922508099570989
2017-03-28,173.899994,1,0.009286076448878463
2017-03-29,173.5,0,-0.002300138089711449
2017-03-30,173.649994,1,0.0008645187319884288
2017-03-31,172.949997,0,-0.004031079897417078
2017-04-03,172.399994,0,-0.003180127259557014
2017-04-05,174.550003,1,0.012471050318018059
2017-04-06,174.899994,1,0.0020051045201069898
2017-04-07,168.649994,0,-0.03573470677191676
2017-04-10,171.100006,1,0.014527198856585878
2017-04-11,174.699997,1,0.021040273955338074
2017-04-12,172.350006,0,-0.013451580082167881
2017-04-13,175.649994,1,0.019147014128911517
2017-04-17,175.949997,1,0.0017079590677356003
2017-04-18,176.050003,1,0.0005683773896285294
2017-04-19,174.850006,0,-0.00681622822806766
2017-04-20,179.649994,1,0.027452032229269608
2017-04-21,175.199997,0,-0.02477037099149581
2017-04-24,178.899994,1,0.02111870469952118
2017-04-25,181.800003,1,0.016210224132260236
2017-04-26,181.649994,0,-0.0008251319995853431
2017-04-27,181.399994,0,-0.0013762730980326925
2017-04-28,187.550003,1,0.03390302758223913
2017-05-02,188.649994,1,0.005865054558276859
2017-05-03,189.550003,1,0.004770787323746278
2017-05-04,195.75,1,0.03270903140001531
2017-05-05,187.399994,0,-0.04265648020434231
2017-05-08,188.850006,1,0.007737524260539812
2017-05-09,186.75,0,-0.011119967875457772
2017-05-10,185.550003,0,-0.0064256867469879315
2017-05-11,187.899994,1,0.012665001142576045
2017-05-12,186.399994,0,-0.007982969919626501
2017-05-15,188.800003,1,0.012875585178398727
2017-05-16,193.550003,1,0.025158897905314122
2017-05-17,191.75,0,-0.009299937856368847
2017-05-18,187.449997,0,-0.022425048239895717
2017-05-19,188.75,1,0.006935198830651375
2017-05-22,182.800003,0,-0.03152316291390726
2017-05-23,182.0,0,-0.004376383954435733
2017-05-24,175.75,0,-0.034340659340659344
2017-05-25,181.5,1,0.032716927453769556
2017-05-26,179.449997,0,-0.011294782369146026
2017-05-29,173.649994,0,-0.03232099803267204
2017-05-30,178.5,1,0.027929779254700162
2017-05-31,178.050003,0,-0.002520991596638634
2017-06-01,179.0,1,0.005335562954188752
2017-06-02,178.899994,0,-0.00055869273743021
2017-06-05,178.600006,0,-0.001676847457021071
2017-06-06,174.449997,0,-0.023236331806170327
2017-06-07,176.800003,1,0.013470943195258454
2017-06-08,174.850006,0,-0.011029394609229708
2017-06-09,173.75,0,-0.006291140762099874
2017-06-12,168.050003,0,-0.03280573812949638
2017-06-13,169.75,1,0.01011601886136233
2017-06-14,172.800003,1,0.017967617083947004
2017-06-15,169.600006,0,-0.018518500835905633
2017-06-16,167.699997,0,-0.011202882858388644
2017-06-19,168.050003,1,0.0020870960421067127
2017-06-20,167.350006,0,-0.0041654090300730084
2017-06-21,167.0,0,-0.0020914609348744663
2017-06-22,165.149994,0,-0.011077880239521004
2017-06-23,160.850006,0,-0.02603686440339795
2017-06-27,154.850006,0,-0.0373018326154119
2017-06-28,155.600006,1,0.004843396647979464
2017-06-29,155.5,0,-0.0006427120574790182
2017-06-30,161.649994,1,0.03954980064308677
2017-07-03,161.850006,1,0.0012373152330585003
2017-07-04,159.350006,0,-0.015446400415950556
2017-07-05,160.800003,1,0.009099447413889624
2017-07-06,162.399994,1,0.00995019260043166
2017-07-07,160.550003,0,-0.011391570617915101
2017-07-10,166.600006,1,0.03768298279010312
2017-07-11,162.649994,0,-0.02370955496844349
2017-07-12,163.5,1,0.005225982363085778
2017-07-13,163.399994,0,-0.0006116574923547864
2017-07-14,165.0,1,0.00979195874389082
2017-07-17,164.350006,0,-0.003939357575757529
2017-07-18,163.850006,0,-0.0030422876893597436
2017-07-19,164.449997,1,0.003661830808843477
2017-07-20,161.899994,0,-0.015506251423038967
2017-07-21,161.75,0,-0.0009264608125926948
2017-07-24,164.199997,1,0.015146812982998432
2017-07-25,165.0,1,0.004872125545775764
2017-07-26,163.350006,0,-0.009999963636363591
2017-07-27,160.949997,0,-0.01469243288549381
2017-07-28,161.550003,1,0.003727903144974943
2017-07-31,166.050003,1,0.027855152686069588
2017-08-01,163.5,0,-0.015356838024266725
2017-08-02,163.399994,0,-0.0006116574923547864
2017-08-03,158.199997,0,-0.03182372821874153
2017-08-04,158.949997,1,0.00474083447675413
2017-08-07,160.050003,1,0.006920453103248612
2017-08-08,156.550003,0,-0.02186816578816309
2017-08-09,155.199997,0,-0.00862348115062002
2017-08-10,148.449997,0,-0.04349226888193819
2017-08-11,142.25,0,-0.04176488464327821
2017-08-14,142.25,0,0.0
2017-08-16,147.149994,1,0.034446355008787295
2017-08-17,148.25,1,0.007475406353057735
2017-08-18,147.199997,0,-0.007082650927487378
2017-08-21,142.100006,0,-0.03464667869524474
2017-08-22,139.350006,0,-0.019352567796513676
2017-08-23,140.949997,1,0.01148181507792679
2017-08-24,142.850006,1,0.013480021571054105
2017-08-28,144.25,1,0.009800447610761685
2017-08-29,140.050003,0,-0.029116097053726142
2017-08-30,139.449997,0,-0.004284226969991622
2017-08-31,137.850006,0,-0.011473582175838904
2017-09-01,138.25,1,0.002901661099673745
2017-09-04,136.800003,0,-0.010488224231464711
2017-09-05,138.399994,1,0.011695840386787042
2017-09-06,138.350006,0,-0.0003611849867564649
2017-09-07,139.550003,1,0.008673631716358553
2017-09-08,136.800003,0,-0.019706198071525658
2017-09-11,137.449997,1,0.004751418024457152
2017-09-12,141.850006,1,0.03201170677362773
2017-09-13,143.800003,1,0.013746894025510272
2017-09-14,145.699997,1,0.01321275354910801
2017-09-15,145.300003,0,-0.002745326068881061
2017-09-18,145.449997,1,0.0010323055533590897
2017-09-19,144.550003,0,-0.0061876522417528305
2017-09-20,148.350006,1,0.02628850170276374
2017-09-21,145.600006,0,-0.018537242256666978
2017-09-22,141.850006,0,-0.025755493444141752
2017-09-25,142.600006,1,0.0052872750671579104
2017-09-26,142.649994,1,0.0003505469698226017
2017-09-27,138.5,0,-0.029092142828971955
2017-09-28,138.550003,1,0.00036103249097475663
2017-09-29,137.600006,0,-0.006856708620930136
2017-10-03,137.300003,0,-0.002180254265395917
2017-10-04,137.550003,1,0.001820830258831094
2017-10-05,139.600006,1,0.014903692877418577
2017-10-06,141.800003,1,0.015759290153612143
2017-10-09,141.550003,0,-0.0017630465071287761
2017-10-10,141.649994,1,0.0007064005501998372
2017-10-11,138.600006,0,-0.021531861130894118
2017-10-12,138.550003,0,-0.00036077199015419807
2017-10-13,139.550003,1,0.007217610814486955
2017-10-16,138.199997,0,-0.009673994775908443
2017-10-17,139.149994,1,0.00687407395529825
2017-10-18,136.699997,0,-0.017606878229545566
2017-10-19,134.899994,0,-0.013167542351884644
2017-10-23,137.899994,1,0.022238696318993167
2017-10-24,143.149994,1,0.038071067646311865
2017-10-25,188.149994,1,0.3143555842552114
2017-10-26,185.699997,0,-0.01302150984921103
2017-10-27,174.399994,0,-0.060850851817730534
2017-10-30,174.649994,1,0.001433486287849299
2017-10-31,169.899994,0,-0.027197252580495365
2017-11-01,172.449997,1,0.015008846910259478
2017-11-02,169.550003,0,-0.016816434041457204
2017-11-03,171.75,1,0.012975505520928809
2017-11-06,172.600006,1,0.004949088791848661
2017-11-07,165.25,0,-0.042584042552119075
2017-11-08,162.300003,0,-0.017851721633888026
2017-11-09,165.550003,1,0.020024645347665213
2017-11-10,169.800003,1,0.0256720019509755
2017-11-13,172.100006,1,0.013545364896136097
2017-11-14,174.350006,1,0.01307379384983868
2017-11-15,175.199997,1,0.004875199143956373
2017-11-16,182.800003,1,0.04337903042315696
2017-11-17,183.550003,1,0.004102844571616336
2017-11-20,184.449997,1,0.004903263335822404
2017-11-21,180.350006,0,-0.022228197704985533
2017-11-22,180.649994,1,0.0016633656225106242
2017-11-23,178.100006,0,-0.014115627371678655
2017-11-24,176.850006,0,-0.007018528679892352
2017-11-27,175.399994,0,-0.008199106309332073
2017-11-28,172.25,0,-0.017958917376017656
2017-11-29,171.649994,0,-0.003483343976777983
2017-11-30,169.100006,0,-0.014855741853390248
2017-12-01,167.600006,0,-0.008870490519083719
2017-12-04,170.100006,1,0.014916467246427187
2017-12-05,170.0,0,-0.0005879247294089312
2017-12-06,165.949997,0,-0.02382354705882355
2017-12-07,167.949997,1,0.012051823056073933
2017-12-08,167.449997,0,-0.0029770765640442375
2017-12-11,167.449997,0,0.0
2017-12-12,165.600006,0,-0.011048020502502538
2017-12-13,163.75,0,-0.011171533411659463
2017-12-14,165.850006,1,0.01282446412213745
2017-12-15,165.25,0,-0.003617762908009829
2017-12-18,169.399994,1,0.02511342813918301
2017-12-19,168.300003,0,-0.006493453594809387
2017-12-20,166.649994,0,-0.009803974869804437
2017-12-21,167.899994,1,0.007500750345061519
2017-12-22,168.0,1,0.0005956283714936141
2017-12-26,166.5,0,-0.008928571428571428
2017-12-27,166.0,0,-0.003003003003003003
2017-12-28,162.75,0,-0.01957831325301205
2017-12-29,160.649994,0,-0.012903262672811106
2018-01-01,161.5,1,0.0052910428368892915
2018-01-02,157.949997,0,-0.021981442724458226
2018-01-03,157.850006,0,-0.0006330547761896357
2018-01-04,163.899994,1,0.03832744865400882
2018-01-05,161.800003,0,-0.012812636222549151
2018-01-08,161.649994,0,-0.0009271260643920469
2018-01-09,164.5,1,0.017630721347258495
2018-01-10,162.5,0,-0.0121580547112462
2018-01-11,163.300003,1,0.004923095384615408
2018-01-12,163.0,0,-0.001837127951553092
2018-01-15,164.399994,1,0.008588920245398727
2018-01-16,156.949997,0,-0.04531628510886683
2018-01-17,165.199997,1,0.052564511995498796
2018-01-18,162.350006,0,-0.01725176181449924
2018-01-19,165.399994,1,0.018786497611832455
2018-01-22,164.800003,0,-0.0036275152464636043
2018-01-23,173.149994,1,0.05066742019416097
2018-01-24,178.350006,1,0.030031834710892425
2018-01-25,167.149994,0,-0.0627979345288052
2018-01-29,162.350006,0,-0.028716650746634098
2018-01-30,160.199997,0,-0.013243048478852605
2018-01-31,156.800003,0,-0.02122343360593192
2018-02-01,152.350006,0,-0.02838008236517697
2018-02-02,153.199997,1,0.005579198992614339
2018-02-05,157.5,1,0.028067905249371538
2018-02-06,154.449997,0,-0.019365098412698435
2018-02-07,153.949997,0,-0.003237293685411985
2018-02-08,156.199997,1,0.014615135068823679
2018-02-09,156.25,1,0.00032012164507278315
2018-02-12,168.649994,1,0.07935996159999995
2018-02-14,165.800003,0,-0.016898850289908632
2018-02-15,159.050003,0,-0.040711700107749695
2018-02-16,152.399994,0,-0.04181080713340201
2018-02-19,143.850006,0,-0.056102285673318236
2018-02-20,144.800003,1,0.006604080364098116
2018-02-21,145.899994,1,0.007596622770788123
2018-02-22,143.399994,0,-0.01713502469369533
2018-02-23,145.550003,1,0.014993089888134943
2018-02-26,143.75,0,-0.012366904588796222
2018-02-27,141.449997,0,-0.016000020869565243
2018-02-28,141.949997,1,0.0035348180318448504
2018-03-01,138.300003,0,-0.02571323759872987
2018-03-05,138.800003,1,0.0036153289165149188
2018-03-06,135.25,0,-0.025576389937109756
2018-03-07,132.600006,0,-0.01959330129390013
2018-03-08,134.350006,1,0.013197586129822648
2018-03-09,131.550003,0,-0.02084110811279014
2018-03-12,132.100006,1,0.004180942512027185
2018-03-13,141.550003,1,0.07153668865086953
2018-03-14,145.75,1,0.02967147234889141
2018-03-15,143.75,0,-0.0137221269296741
2018-03-16,143.800003,1,0.0003478469565217655
2018-03-19,133.350006,0,-0.07267035314317759
2018-03-20,135.850006,1,0.01874765569939307
2018-03-21,135.600006,0,-0.0018402649168819322
2018-03-22,134.949997,0,-0.004793576484060121
2018-03-23,133.199997,0,-0.012967766127479055
2018-03-26,141.5,1,0.06231233623826586
2018-03-27,143.699997,1,0.01554768197879856
2018-03-28,142.300003,0,-0.009742477586829681
2018-04-02,141.899994,0,-0.002811025942142892
2018-04-03,145.350006,1,0.02431298200054903
2018-04-04,139.899994,0,-0.037495781045925894
2018-04-05,147.800003,1,0.056468973115181204
2018-04-06,150.399994,1,0.01759127839801186
2018-04-09,153.300003,1,0.019281975503270377
2018-04-10,153.25,0,-0.0003261774234929649
2018-04-11,150.600006,0,-0.017291967373572543
2018-04-12,148.850006,0,-0.01162018546001917
2018-04-13,150.449997,1,0.01074901535442322
2018-04-16,149.850006,0,-0.0039879761513055305
2018-04-17,147.850006,0,-0.013346679478945099
2018-04-18,141.649994,0,-0.04193447242741414
2018-04-19,145.350006,1,0.026120805906988006
2018-04-20,143.600006,0,-0.012039903183767325
2018-04-23,144.149994,1,0.0038299998399720456
2018-04-24,141.850006,0,-0.015955519221180024
2018-04-25,136.350006,0,-0.038773350492491344
2018-04-26,137.350006,1,0.007334066417276138
2018-04-27,143.199997,1,0.04259185106988629
2018-04-30,148.949997,1,0.04015363212612358
2018-05-02,144.300003,0,-0.031218490054753023
2018-05-03,143.050003,0,-0.00866250848241493
2018-05-04,139.899994,0,-0.022020335085208013
2018-05-07,143.550003,1,0.0260901297822787
2018-05-08,145.600006,1,0.014280759018862603
2018-05-09,144.300003,0,-0.00892859166503059
2018-05-10,138.649994,0,-0.03915460071057664
2018-05-11,142.699997,1,0.029210264516852442
2018-05-14,142.699997,0,0.0
2018-05-15,139.649994,0,-0.021373532334412058
2018-05-16,132.050003,0,-0.054421706598855916
2018-05-17,130.0,0,-0.015524444933181893
2018-05-18,126.699997,0,-0.02538463846153849
2018-05-21,129.899994,1,0.025256488364399855
2018-05-22,132.899994,1,0.023094689288438306
2018-05-23,136.600006,1,0.02784057311545112
2018-05-24,138.850006,1,0.016471448764065207
2018-05-25,141.300003,1,0.01764491821483966
2018-05-28,145.399994,1,0.029016213113597658
2018-05-29,140.399994,0,-0.03438789687983068
2018-05-30,138.449997,0,-0.013888868114908868
2018-05-31,136.850006,0,-0.011556453843765621
2018-06-01,136.949997,1,0.0007306612759665397
2018-06-04,131.550003,0,-0.03943040612114795
2018-06-05,127.75,0,-0.028886377144362388
2018-06-06,130.25,1,0.019569471624266144
2018-06-07,131.399994,1,0.00882912859884831
2018-06-08,132.25,1,0.006468843522169473
2018-06-11,133.699997,1,0.010964060491493356
2018-06-12,133.350006,0,-0.002617733790973747
2018-06-13,136.75,1,0.025496766756800838
2018-06-14,135.149994,0,-0.011700226691042103
2018-06-15,131.300003,0,-0.028486801116691052
2018-06-18,130.399994,0,-0.006854599995706103
2018-06-19,127.849998,0,-0.01955518494885815
2018-06-20,125.099998,0,-0.021509581877349738
2018-06-21,122.0,0,-0.024780160268267945
2018-06-22,121.5,0,-0.004098360655737705
2018-06-25,116.800003,0,-0.038683102880658404
2018-06-26,118.050003,1,0.01070205451963901
2018-06-27,115.150002,0,-0.024565869769609436
2018-06-28,113.0,0,-0.018671315350910725
2018-06-29,112.650002,0,-0.003097327433628313
2018-07-02,113.650002,1,0.008877052660860139
2018-07-03,113.0,0,-0.005719331179598225
2018-07-04,113.099998,1,0.0008849380530973395
2018-07-05,113.25,1,0.0013262776538687528
2018-07-06,115.550003,1,0.020309077262693192
2018-07-09,117.0,1,0.012548653936426088
2018-07-10,119.5,1,0.021367521367521368
2018-07-11,116.199997,0,-0.02761508786610882
2018-07-12,119.449997,1,0.027969019654966086
2018-07-13,117.400002,0,-0.017161951037972783
2018-07-16,113.050003,0,-0.037052801753785294
2018-07-17,120.800003,1,0.06855373546518172
2018-07-18,117.650002,0,-0.026076166570956155
2018-07-19,120.050003,1,0.020399498165754416
2018-07-20,120.25,1,0.001665947480234517
2018-07-23,126.300003,1,0.050311875259875294
2018-07-24,132.550003,1,0.04948535116028461
2018-07-25,131.800003,0,-0.005658242044702179
2018-07-26,138.850006,1,0.053490158114791575
2018-07-27,137.850006,0,-0.007202016253423856
2018-07-30,152.050003,1,0.10301049243334814
2018-07-31,153.350006,1,0.008549838700101859
2018-08-01,150.199997,0,-0.020541303402361856
2018-08-02,147.25,0,-0.019640459779769477
2018-08-03,149.600006,1,0.015959293718166435
2018-08-06,150.550003,1,0.0063502470715141295
2018-08-07,146.149994,0,-0.0292262299058208
2018-08-08,148.600006,1,0.016763681837715403
2018-08-09,154.75,1,0.0413862298228978
2018-08-10,148.300003,0,-0.04168010985460418
2018-08-13,145.649994,0,-0.017869244412624937
2018-08-14,146.300003,1,0.004462815151231736
2018-08-16,142.699997,0,-0.024607012482426315
2018-08-17,146.199997,1,0.02452698019327919
2018-08-20,151.0,1,0.0328317585396394
2018-08-21,150.899994,0,-0.0006622913907285271
2018-08-23,149.850006,0,-0.006958171250821818
2018-08-24,147.399994,0,-0.01634976244178472
2018-08-27,150.050003,1,0.017978352156513736
2018-08-28,143.850006,0,-0.041319539327166796
2018-08-29,147.699997,1,0.02676392658614132
2018-08-30,150.149994,1,0.016587657750595595
2018-08-31,152.949997,1,0.018648039373215054
2018-09-03,151.699997,0,-0.008172605586909557
2018-09-04,145.550003,0,-0.04054050179051746
2018-09-05,144.550003,0,-0.006870491098512722
2018-09-06,146.100006,1,0.010722953772612539
2018-09-07,148.050003,1,0.013347001505256586
2018-09-10,146.600006,0,-0.009793968055508896
2018-09-11,140.5,0,-0.04160986187135632
2018-09-12,133.550003,0,-0.04946617081850531
2018-09-14,134.399994,1,0.006364589898212047
2018-09-17,135.25,1,0.0063244496871034655
2018-09-18,113.099998,0,-0.16377080961182994
2018-09-19,116.349998,1,0.02873563269205363
2018-09-21,111.449997,0,-0.042114319589416783
2018-09-24,107.699997,0,-0.03364737641042736
2018-09-25,109.449997,1,0.01624883982123045
2018-09-26,109.150002,0,-0.002740932007517511
2018-09-27,104.349998,0,-0.043976215410422084
2018-09-28,99.5,0,-0.04647818009541312
2018-10-01,104.400002,1,0.04924625125628141
2018-10-03,103.300003,0,-0.010536388687042332
2018-10-04,103.349998,1,0.0004839786887517861
2018-10-05,99.099998,0,-0.04112240040875473
2018-10-08,97.5,0,-0.016145287914132948
2018-10-09,93.25,0,-0.04358974358974359
2018-10-10,95.599998,1,0.025201050938337795
2018-10-11,93.949997,0,-0.01725942504726834
2018-10-12,96.5,1,0.027142129658609824
2018-10-15,97.349998,1,0.008808269430051807
2018-10-16,100.25,1,0.029789440776362426
2018-10-17,99.599998,0,-0.006483810473815467
2018-10-19,102.400002,1,0.028112490524347212
2018-10-22,102.599998,1,0.0019530858993537785
2018-10-23,101.699997,0,-0.008771939742143105
2018-10-24,102.650002,1,0.009341249046447902
2018-10-25,98.449997,0,-0.040915780985566905
2018-10-26,98.849998,1,0.004062986411264219
2018-10-29,107.099998,1,0.08345978924551925
2018-10-30,110.0,1,0.02707751684551853
