Date,Open,High,Low,Close,Adj Close,Volume
2016-06-06,114.699997,116.750000,113.650002,116.050003,114.260384,3285072
2016-06-07,116.849998,118.699997,115.099998,117.900002,116.081856,4786444
2016-06-08,117.900002,122.000000,117.250000,120.699997,118.838669,5809268
2016-06-09,121.500000,124.199997,120.199997,121.250000,119.380196,5378953
2016-06-10,121.099998,122.750000,119.099998,120.500000,118.641762,4020451
2016-06-13,119.000000,119.150002,116.599998,118.550003,116.721832,2442273
2016-06-14,119.000000,123.150002,119.000000,121.949997,120.069397,5011125
2016-06-15,123.150002,125.400002,121.349998,124.300003,122.383163,5464668
2016-06-16,123.500000,127.400002,120.500000,126.449997,124.500000,7644545
2016-06-17,125.400002,127.650002,124.250000,126.949997,126.949997,6246242
2016-06-20,124.000000,130.000000,123.699997,128.199997,128.199997,8185372
2016-06-21,128.800003,129.750000,125.050003,125.699997,125.699997,5040581
2016-06-22,126.500000,128.199997,122.800003,124.550003,124.550003,5137671
2016-06-23,124.500000,126.750000,124.050003,126.300003,126.300003,4141895
2016-06-24,120.800003,123.500000,115.750000,122.050003,122.050003,11702148
2016-06-27,123.000000,125.900002,121.750000,125.199997,125.199997,5315516
2016-06-28,126.500000,128.199997,124.300003,127.550003,127.550003,4815492
2016-06-29,128.199997,129.699997,127.599998,128.050003,128.050003,2779090
2016-06-30,129.500000,130.000000,127.849998,128.300003,128.300003,2791669
2016-07-01,129.300003,133.449997,128.100006,131.750000,131.750000,6133367
2016-07-04,134.199997,137.399994,133.149994,134.899994,134.899994,6044444
2016-07-05,135.500000,138.300003,133.550003,134.550003,134.550003,4678803
2016-07-07,134.800003,136.949997,132.300003,132.850006,132.850006,3369901
2016-07-08,133.350006,133.699997,127.199997,129.699997,129.699997,7054783
2016-07-11,133.050003,135.649994,131.500000,135.199997,135.199997,4936739
2016-07-12,135.850006,139.500000,134.800003,137.850006,137.850006,9699727
2016-07-13,139.000000,139.000000,133.699997,134.800003,134.800003,5249209
2016-07-14,134.750000,142.699997,134.000000,140.850006,140.850006,10366973
2016-07-15,141.449997,143.000000,138.800003,139.949997,139.949997,7484304
2016-07-18,140.699997,143.750000,137.850006,138.399994,138.399994,6072723
2016-07-19,138.500000,140.899994,135.449997,137.149994,137.149994,9267730
2016-07-20,137.600006,138.399994,136.100006,136.649994,136.649994,3828731
2016-07-21,136.750000,137.449997,130.199997,130.949997,130.949997,4981602
2016-07-22,130.000000,130.000000,125.699997,126.449997,126.449997,8243043
2016-07-25,126.699997,132.750000,125.650002,131.399994,131.399994,10057362
2016-07-26,131.800003,134.600006,128.899994,129.699997,129.699997,5463981
2016-07-27,130.000000,132.500000,129.000000,130.699997,130.699997,4825636
2016-07-28,131.000000,132.300003,127.099998,129.000000,129.000000,7597882
2016-07-29,129.050003,130.199997,126.099998,127.400002,127.400002,4116416
2016-08-01,128.750000,129.149994,123.699997,125.000000,125.000000,4451566
2016-08-02,125.300003,127.449997,124.000000,125.500000,125.500000,4540522
2016-08-03,125.300003,130.100006,124.400002,127.449997,127.449997,8410047
2016-08-04,129.149994,133.000000,127.500000,132.399994,132.399994,8504613
2016-08-05,134.050003,137.750000,133.500000,137.100006,137.100006,7317459
2016-08-08,133.100006,134.000000,127.099998,128.350006,128.350006,12610030
2016-08-09,127.150002,131.500000,127.150002,129.449997,129.449997,6422209
2016-08-10,129.649994,129.899994,124.900002,126.099998,126.099998,5196006
2016-08-11,126.349998,126.550003,122.400002,123.800003,123.800003,4436207
2016-08-12,124.000000,131.250000,122.550003,129.350006,129.350006,8465800
2016-08-16,130.000000,130.550003,127.500000,129.949997,129.949997,3874784
2016-08-17,130.399994,133.649994,129.600006,132.100006,132.100006,5289644
2016-08-18,133.199997,134.750000,132.100006,133.449997,133.449997,3786212
2016-08-19,134.800003,136.350006,133.199997,135.850006,135.850006,4929282
2016-08-22,135.750000,136.649994,132.500000,133.600006,133.600006,3453206
2016-08-23,133.699997,135.850006,132.050003,135.500000,135.500000,4188128
2016-08-24,135.600006,136.800003,134.149994,136.199997,136.199997,3550061
2016-08-25,136.949997,137.350006,133.649994,134.100006,134.100006,2777826
2016-08-26,134.350006,135.149994,132.199997,134.000000,134.000000,3586164
2016-08-29,133.899994,134.899994,132.300003,134.350006,134.350006,2689494
2016-08-30,135.100006,142.949997,134.699997,141.449997,141.449997,6299917
2016-08-31,142.000000,144.500000,140.500000,141.699997,141.699997,6284081
2016-09-01,140.949997,142.399994,135.600006,137.500000,137.500000,3435993
2016-09-02,136.800003,140.500000,136.750000,140.000000,140.000000,3234020
2016-09-06,142.100006,146.600006,141.600006,145.699997,145.699997,5844510
2016-09-07,147.199997,154.199997,146.300003,150.750000,150.750000,10445879
2016-09-08,151.199997,153.800003,148.250000,152.100006,152.100006,4452546
2016-09-09,151.100006,152.149994,148.350006,149.300003,149.300003,4760285
2016-09-12,146.399994,146.899994,139.600006,141.050003,141.050003,4757118
2016-09-14,139.800003,145.199997,139.500000,144.649994,144.649994,5602441
2016-09-15,145.300003,145.899994,141.399994,143.449997,143.449997,3415822
2016-09-16,145.250000,147.449997,140.250000,140.800003,140.800003,7166925
2016-09-19,142.050003,143.100006,141.000000,141.750000,141.750000,2920926
2016-09-20,142.649994,143.199997,141.000000,141.550003,141.550003,2585398
2016-09-21,142.000000,143.699997,141.050003,141.500000,141.500000,3035316
2016-09-22,145.000000,146.250000,142.600006,145.800003,145.800003,4549769
2016-09-23,146.000000,148.000000,144.100006,145.199997,145.199997,4524412
2016-09-26,145.000000,145.000000,140.750000,141.300003,141.300003,4276948
2016-09-27,142.649994,142.850006,139.199997,141.550003,141.550003,3455224
2016-09-28,141.000000,147.399994,140.800003,146.000000,146.000000,4109456
2016-09-29,147.350006,148.100006,132.449997,135.399994,135.399994,7010722
2016-09-30,135.000000,139.000000,133.800003,137.350006,137.350006,4217197
2016-10-03,139.000000,143.800003,138.800003,143.199997,143.199997,4112055
2016-10-04,144.000000,155.000000,142.500000,152.199997,152.199997,12915444
2016-10-05,153.000000,154.899994,150.399994,152.350006,152.350006,7385189
2016-10-06,153.399994,154.449997,147.250000,149.399994,149.399994,4288776
2016-10-07,149.899994,150.550003,147.399994,149.100006,149.100006,3385978
2016-10-10,150.199997,151.000000,144.800003,145.649994,145.649994,3728631
2016-10-13,144.000000,144.199997,140.750000,142.250000,142.250000,7498766
2016-10-14,143.550003,144.399994,140.149994,141.250000,141.250000,3230470
